No, DescripcionColonia,ClaveDelegacion,DescripcionDelegacion,CodigoPostal
366,LA ESPEANZA,EPG,EPIGMENIO GONZALEZ FLORES,76121
367,LA ESPERANZA,EPG,EPIGMENIO GONZALEZ FLORES,76121
368,LA ESPIGA                                         ,EPG,EPIGMENIO GONZALEZ FLORES,
369,LA JECA,EPG,EPIGMENIO GONZALEZ FLORES,
370,LA LADERA,EPG,EPIGMENIO GONZALEZ FLORES,76147
371,LA NUEVA REALIDAD,EPG,EPIGMENIO GONZALEZ FLORES,76148
372,LA RUECA,EPG,EPIGMENIO GONZALEZ FLORES,76148
373,LA VISTA RESIDENCIAL,EPG,EPIGMENIO GONZALEZ FLORES,
374,LADERAS DEL SALITRE,EPG,EPIGMENIO GONZALEZ FLORES,76147
375,LAS AMERICAS,EPG,EPIGMENIO GONZALEZ FLORES,76121
376,LAS AMERICAS II,EPG,EPIGMENIO GONZALEZ FLORES,
377,LAS AMERICAS III,EPG,EPIGMENIO GONZALEZ FLORES,76121
378,LAS AMERICAS ORIENTE Y PONIENTE,EPG,EPIGMENIO GONZALEZ FLORES,76121
379,LAS CRUCITAS,EPG,EPIGMENIO GONZALEZ FLORES,76146
380,LAS FLORES                                        ,EPG,EPIGMENIO GONZALEZ FLORES,
381,LAS FUENTES,EPG,EPIGMENIO GONZALEZ FLORES,
382,LAS MARAVILLAS,EPG,EPIGMENIO GONZALEZ FLORES,76148
383,LAS MARGARITAS - SAN JOSE,EPG,EPIGMENIO GONZALEZ FLORES,76147
384,LAS MARGARITAS - SAN PABLO,EPG,EPIGMENIO GONZALEZ FLORES,76147
385,LAS MARGARITAS(SAN J.EL ALTO),EPG,EPIGMENIO GONZALEZ FLORES,
386,LAS TINAJAS,EPG,EPIGMENIO GONZALEZ FLORES,76147
387,LAS TINAJAS II,EPG,EPIGMENIO GONZALEZ FLORES,76147
388,LATINOAMERICANA                                   ,EPG,EPIGMENIO GONZALEZ FLORES,
389,LATINOAMERICANA I,EPG,EPIGMENIO GONZALEZ FLORES,76125
390,LATINOAMERICANA II,EPG,EPIGMENIO GONZALEZ FLORES,76125
391,LIBERTAD,EPG,EPIGMENIO GONZALEZ FLORES,76148
392,LIBERTADORES,EPG,EPIGMENIO GONZALEZ FLORES,
393,LIBERTADORES DE AMERICA,EPG,EPIGMENIO GONZALEZ FLORES,76147
394,LIBERTADORES SOCIALES,EPG,EPIGMENIO GONZALEZ FLORES,76130
395,LIC ALFREDO ESTRADA ROMERO,EPG,EPIGMENIO GONZALEZ FLORES,
396,LOMAS DE SAN JOSE,EPG,EPIGMENIO GONZALEZ FLORES,76148
397,LOMAS DE SAN MIGUEL,EPG,EPIGMENIO GONZALEZ FLORES,76147
398,LOMAS DE SAN PABLO,EPG,EPIGMENIO GONZALEZ FLORES,76125
399,LOMAS DE SAN PEDRITO,EPG,EPIGMENIO GONZALEZ FLORES,76148
400,LOMAS DE SAN PEDRITO - SECC. PORTALES,EPG,EPIGMENIO GONZALEZ FLORES,76148
401,LOMAS DE SAN PEDRITO PENUELAS,EPG,EPIGMENIO GONZALEZ FLORES,76148
402,LOMAS DE SAN PEDRITO PENUELAS II,EPG,EPIGMENIO GONZALEZ FLORES,
403,LOMAS DEL MIRADOR,EPG,EPIGMENIO GONZALEZ FLORES,76130
404,LOMAS DEL TEPEYAC,EPG,EPIGMENIO GONZALEZ FLORES,76147
405,LOS AGAVES,EPG,EPIGMENIO GONZALEZ FLORES,76147
406,LOS ARROYITOS,EPG,EPIGMENIO GONZALEZ FLORES,76147
407,LOS CIPRESES,EPG,EPIGMENIO GONZALEZ FLORES,76148
408,LOS CIRUELOS,EPG,EPIGMENIO GONZALEZ FLORES,76148
409,LOS GIRASOLES,EPG,EPIGMENIO GONZALEZ FLORES,76159
410,LOS GOMEZ,EPG,EPIGMENIO GONZALEZ FLORES,76147
411,LOS HUERTOS,EPG,EPIGMENIO GONZALEZ FLORES,76147
412,LOS PADILLA,EPG,EPIGMENIO GONZALEZ FLORES,76148
413,LOS PINOS,EPG,EPIGMENIO GONZALEZ FLORES,76147
414,LOS ROBLES,EPG,EPIGMENIO GONZALEZ FLORES,76125
415,LOS SABINOS,EPG,EPIGMENIO GONZALEZ FLORES,76148
416,MALLORCA,EPG,EPIGMENIO GONZALEZ FLORES,
417,MARTIRES DE LA LIBERTAD I,EPG,EPIGMENIO GONZALEZ FLORES,76147
418,MARTIRES DE LIBERTAD II,EPG,EPIGMENIO GONZALEZ FLORES,76132
419,MENCHACA,EPG,EPIGMENIO GONZALEZ FLORES,76147
420,"MENCHACA (RANCHO), EJIDO",EPG,EPIGMENIO GONZALEZ FLORES,
421,MENCHACA I,EPG,EPIGMENIO GONZALEZ FLORES,76147
422,MENCHACA II,EPG,EPIGMENIO GONZALEZ FLORES,76147
423,MENCHACA III,EPG,EPIGMENIO GONZALEZ FLORES,76147
424,MENCHACA IV,EPG,EPIGMENIO GONZALEZ FLORES,
425,"MENCHACA(USO COMUN I), EJIDO",EPG,EPIGMENIO GONZALEZ FLORES,
426,"MENCHACA(USO COMUN II), EJIDO",EPG,EPIGMENIO GONZALEZ FLORES,
427,MICROINDUSTRIALES DE SAN JOSE EL ALTO             ,EPG,EPIGMENIO GONZALEZ FLORES,
428,MIRADOR SAN XAVIER,EPG,EPIGMENIO GONZALEZ FLORES,
429,MISION BUCARELI NORTE,EPG,EPIGMENIO GONZALEZ FLORES,76148
430,MISION CONCA,EPG,EPIGMENIO GONZALEZ FLORES,
431,MISION DE BUCARELI,EPG,EPIGMENIO GONZALEZ FLORES,76148
432,MISION DE BUCARELI SUR,EPG,EPIGMENIO GONZALEZ FLORES,76125
433,MISION RIVIERA,EPG,EPIGMENIO GONZALEZ FLORES,76148
434,MOCTZUMA HILUHICAMINA,EPG,EPIGMENIO GONZALEZ FLORES,76148
435,MONARCA,EPG,EPIGMENIO GONZALEZ FLORES,76147
436,MONARCAS I                                        ,EPG,EPIGMENIO GONZALEZ FLORES,
437,MONARCAS II                                       ,EPG,EPIGMENIO GONZALEZ FLORES,
438,MOVIMIENTO OBRERO,EPG,EPIGMENIO GONZALEZ FLORES,76121
439,MOVIMIENTO OBRERO II,EPG,EPIGMENIO GONZALEZ FLORES,
440,MUJERES INDEPENDIENTES,EPG,EPIGMENIO GONZALEZ FLORES,76147
441,NACIONAL,EPG,EPIGMENIO GONZALEZ FLORES,
442,NUEVA CREACION,EPG,EPIGMENIO GONZALEZ FLORES,76147
443,NUEVA ESPERANZA,EPG,EPIGMENIO GONZALEZ FLORES,
444,NUEVO HORIZONTE,EPG,EPIGMENIO GONZALEZ FLORES,76148
445,NUEVO MEXICO,EPG,EPIGMENIO GONZALEZ FLORES,76014
446,NUEVO REFUGIO                                     ,EPG,EPIGMENIO GONZALEZ FLORES,
447,NUEVO SAN PEDRITO,EPG,EPIGMENIO GONZALEZ FLORES,
448,NUEVO SAN PEDRITO PENUELAS,EPG,EPIGMENIO GONZALEZ FLORES,76147
449,"NUEVO SAN PEDRITO SECCIONES I,II Y III",EPG,EPIGMENIO GONZALEZ FLORES,
450,NUEVO SANTIAGO,EPG,EPIGMENIO GONZALEZ FLORES,
451,PALMA REAL,EPG,EPIGMENIO GONZALEZ FLORES,
452,PALMARES,EPG,EPIGMENIO GONZALEZ FLORES,76127
453,PALMAS CARIOTA,EPG,EPIGMENIO GONZALEZ FLORES,
454,PALMAS DE SAN JOSE,EPG,EPIGMENIO GONZALEZ FLORES,7614
455,PALMAS I,EPG,EPIGMENIO GONZALEZ FLORES,76127
456,PALMAS II,EPG,EPIGMENIO GONZALEZ FLORES,76127
457,PALMAS III,EPG,EPIGMENIO GONZALEZ FLORES,
458,PALMAS IV,EPG,EPIGMENIO GONZALEZ FLORES,76127
459,PALMAS V                                          ,EPG,EPIGMENIO GONZALEZ FLORES,
460,PARQUE QRO. 2000,EPG,EPIGMENIO GONZALEZ FLORES,
461,PASEO DE LA CUESTA,EPG,EPIGMENIO GONZALEZ FLORES,76148
462,PASEO MILOS,EPG,EPIGMENIO GONZALEZ FLORES,
463,PASEO SAN JUNIPERO                                ,EPG,EPIGMENIO GONZALEZ FLORES,
464,PASEO SANTORINI,EPG,EPIGMENIO GONZALEZ FLORES,
465,PASEOS DEL PEDREGAL,EPG,EPIGMENIO GONZALEZ FLORES,76148
466,PASEOS DEL PEDREGAL II,EPG,EPIGMENIO GONZALEZ FLORES,
467,PEDREGAL DE MENCHACA,EPG,EPIGMENIO GONZALEZ FLORES,76014
468,PEDREGAL DE SAN JOSE,EPG,EPIGMENIO GONZALEZ FLORES,
469,PENUELAS,EPG,EPIGMENIO GONZALEZ FLORES,76148
470,PENUELAS ECOLOGICO,EPG,EPIGMENIO GONZALEZ FLORES,76148
471,PENUELAS I,EPG,EPIGMENIO GONZALEZ FLORES,
472,PENUELAS -NORTE Y SUR,EPG,EPIGMENIO GONZALEZ FLORES,76148
473,PLAZA DEL PARQUE,EPG,EPIGMENIO GONZALEZ FLORES,76149
474,PORTAL DE SAMANIEGO,EPG,EPIGMENIO GONZALEZ FLORES,
475,PORTALES,EPG,EPIGMENIO GONZALEZ FLORES,76148
476,PRIVADA ARBOLEDAS,EPG,EPIGMENIO GONZALEZ FLORES,76140
477,PRIVADA RESIDENCIAL LA FLORESTA,EPG,EPIGMENIO GONZALEZ FLORES,
478,PRIVALIA,EPG,EPIGMENIO GONZALEZ FLORES,
479,PROYECCION 2000,EPG,EPIGMENIO GONZALEZ FLORES,76147
480,PUERTA DE BELEN,EPG,EPIGMENIO GONZALEZ FLORES,76148
481,PUERTAS DEL SOL,EPG,EPIGMENIO GONZALEZ FLORES,76114
482,PUESTA DEL SOL,EPG,EPIGMENIO GONZALEZ FLORES,76116
483,PUESTA DEL SOL 3,EPG,EPIGMENIO GONZALEZ FLORES,
484,PUNTA SAN CARLOS,EPG,EPIGMENIO GONZALEZ FLORES,76125
485,QRONOS II,EPG,EPIGMENIO GONZALEZ FLORES,76130
486,QUERETARO SABINO,EPG,EPIGMENIO GONZALEZ FLORES,76148
487,RAFAEL OSUNA,EPG,EPIGMENIO GONZALEZ FLORES,
488,RANCHO MENCHACA,EPG,EPIGMENIO GONZALEZ FLORES,76147
489,RANCHO QUEMADO,EPG,EPIGMENIO GONZALEZ FLORES,76147
490,RAQUET CLUB,EPG,EPIGMENIO GONZALEZ FLORES,76127
491,REAL DE ESPANA,EPG,EPIGMENIO GONZALEZ FLORES,76147
492,REFORMA AGRARIA RADICAL,EPG,EPIGMENIO GONZALEZ FLORES,76148
493,RENACIMIENTO,EPG,EPIGMENIO GONZALEZ FLORES,76147
494,RESIDENCIAL BELLAVISTA,EPG,EPIGMENIO GONZALEZ FLORES,76147
495,RESIDENCIAL GARDENO,EPG,EPIGMENIO GONZALEZ FLORES,
496,RESIDENCIAL MURALTO,EPG,EPIGMENIO GONZALEZ FLORES,
497,RESIDENCIAL PALMAS,EPG,EPIGMENIO GONZALEZ FLORES,
498,RESIDENCIAL SAN PEDRO,EPG,EPIGMENIO GONZALEZ FLORES,76148
499,RICARDO FLORES MAGON,EPG,EPIGMENIO GONZALEZ FLORES,76148
500,RINCONADA,EPG,EPIGMENIO GONZALEZ FLORES,
501,RINCONADA ARBOLEDAS,EPG,EPIGMENIO GONZALEZ FLORES,
502,RINCONADA ARBOLEDAS DEL PARQUE,EPG,EPIGMENIO GONZALEZ FLORES,
503,RINCONADA ASOCIACION CIVIL,EPG,EPIGMENIO GONZALEZ FLORES,76147
504,RINCONADA DE LAS JOYAS,EPG,EPIGMENIO GONZALEZ FLORES,76147
505,RINCONADA DEL PACIFICO,EPG,EPIGMENIO GONZALEZ FLORES,76125
506,RINCONADA -EX HDA MENCHACA QRO,EPG,EPIGMENIO GONZALEZ FLORES,
507,RINCONADA LAS JOYAS,EPG,EPIGMENIO GONZALEZ FLORES,
508,RINCONADA SAN PABLO,EPG,EPIGMENIO GONZALEZ FLORES,
509,RIVERA Y TAMAYO,EPG,EPIGMENIO GONZALEZ FLORES,76125
510,ROJO AMANECER,EPG,EPIGMENIO GONZALEZ FLORES,76014
511,SAN ANGEL,EPG,EPIGMENIO GONZALEZ FLORES,76030
512,SAN FELIPE,EPG,EPIGMENIO GONZALEZ FLORES,76147
513,SAN JOSE EL ALTO,EPG,EPIGMENIO GONZALEZ FLORES,76147
514,"SAN JOSE EL ALTO(CCII), EJIDO",EPG,EPIGMENIO GONZALEZ FLORES,
515,"SAN JOSE EL ALTO, EJIDO",EPG,EPIGMENIO GONZALEZ FLORES,
516,SAN JUAN,EPG,EPIGMENIO GONZALEZ FLORES,
517,SAN PABLO I,EPG,EPIGMENIO GONZALEZ FLORES,76159
518,SAN PABLO I FOVISSSTE ,EPG,EPIGMENIO GONZALEZ FLORES,76125
519,SAN PABLO I FOVISSTE,EPG,EPIGMENIO GONZALEZ FLORES,
520,SAN PABLO III,EPG,EPIGMENIO GONZALEZ FLORES,
521,SAN PABLO INFONAVIT I                       ,EPG,EPIGMENIO GONZALEZ FLORES,
522,SAN PABLO INFONAVIT II               ,EPG,EPIGMENIO GONZALEZ FLORES,
523,SAN PABLO INFONAVIT III,EPG,EPIGMENIO GONZALEZ FLORES,
524,SAN PABLO INFONAVIT IV                  ,EPG,EPIGMENIO GONZALEZ FLORES,
525,SAN PABLO IV,EPG,EPIGMENIO GONZALEZ FLORES,76121
526,SAN PEDRITO,EPG,EPIGMENIO GONZALEZ FLORES,76140
527,SAN PEDRITO ECOLOGICO,EPG,EPIGMENIO GONZALEZ FLORES,76148
528,SAN PEDRITO EL ALTO,EPG,EPIGMENIO GONZALEZ FLORES,76132
529,SAN PEDRITO EL OBRAJE,EPG,EPIGMENIO GONZALEZ FLORES,76237
530,SAN PEDRITO INFONAVIT,EPG,EPIGMENIO GONZALEZ FLORES,76148
531,SAN PEDRITO LOS ARCOS,EPG,EPIGMENIO GONZALEZ FLORES,76148
532,SAN PEDRITO PENUELAS,EPG,EPIGMENIO GONZALEZ FLORES,76148
533,SAN PEDRITO PENUELAS I,EPG,EPIGMENIO GONZALEZ FLORES,76148
534,SAN PEDRITO PENUELAS II,EPG,EPIGMENIO GONZALEZ FLORES,76148
535,SAN PEDRITO PENUELAS III,EPG,EPIGMENIO GONZALEZ FLORES,76148
536,SAN PEDRITO PENUELAS IV,EPG,EPIGMENIO GONZALEZ FLORES,76148
537,SAN PEDRITO PENUELAS SECCION PORTALES,EPG,EPIGMENIO GONZALEZ FLORES,76148
538,"SAN PEDRO, HDA.",EPG,EPIGMENIO GONZALEZ FLORES,
539,SANTA FE,EPG,EPIGMENIO GONZALEZ FLORES,
540,SANTA FE ANTORCHISTAS,EPG,EPIGMENIO GONZALEZ FLORES,
541,SERGIO VILLASENOR,EPG,EPIGMENIO GONZALEZ FLORES,76125
542,SOLEI,EPG,EPIGMENIO GONZALEZ FLORES,
543,TERRAZAS DE SAN PABLO,EPG,EPIGMENIO GONZALEZ FLORES,76125
544,TERRAZAS I,EPG,EPIGMENIO GONZALEZ FLORES,
545,TERRAZAS II,EPG,EPIGMENIO GONZALEZ FLORES,
546,TERRAZAS III,EPG,EPIGMENIO GONZALEZ FLORES,
547,TLANENSE,EPG,EPIGMENIO GONZALEZ FLORES,76121
548,TORRE DE PIEDRA BUGAMBILIAS,EPG,EPIGMENIO GONZALEZ FLORES,
549,TORRE DE PIEDRA PROVIDENCIA,EPG,EPIGMENIO GONZALEZ FLORES,
550,UNIDAD CONDOMINAL LAS PLAZAS,EPG,EPIGMENIO GONZALEZ FLORES,
551,UNIDAD NACIONAL,EPG,EPIGMENIO GONZALEZ FLORES,76148
552,UNION NACIONAL,EPG,EPIGMENIO GONZALEZ FLORES,76148
553,VALLE DE SAN PABLO,EPG,EPIGMENIO GONZALEZ FLORES,
554,VALLE DE SAN PABLO I,EPG,EPIGMENIO GONZALEZ FLORES,76121
555,VALLE DE SAN PABLO II,EPG,EPIGMENIO GONZALEZ FLORES,
556,VALLES DE SAN JOSE,EPG,EPIGMENIO GONZALEZ FLORES,76147
557,VALLES DE SAN PEDRITO,EPG,EPIGMENIO GONZALEZ FLORES,76148
558,VERDANA,EPG,EPIGMENIO GONZALEZ FLORES,
559,VICTORIA POPULAR,EPG,EPIGMENIO GONZALEZ FLORES,76147
560,VIDANTA,EPG,EPIGMENIO GONZALEZ FLORES,
561,VILLA SANTA LUCIA,EPG,EPIGMENIO GONZALEZ FLORES,
562,VILLA TOLEDO,EPG,EPIGMENIO GONZALEZ FLORES,
563,VILLAS DE SAN JOSE,EPG,EPIGMENIO GONZALEZ FLORES,76147
564,VILLAS DE SANTIAGO,EPG,EPIGMENIO GONZALEZ FLORES,76148
565,VILLAS DE SANTIAGO ESTE   ,EPG,EPIGMENIO GONZALEZ FLORES,
566,VILLAS DEL PARQUE,EPG,EPIGMENIO GONZALEZ FLORES,76140
567,VILLAS DEL VERGEL,EPG,EPIGMENIO GONZALEZ FLORES,76148
568,VILLAS FONTANA,EPG,EPIGMENIO GONZALEZ FLORES,76148
569,VILLAS FONTANA I,EPG,EPIGMENIO GONZALEZ FLORES,
570,VILLAS FONTANA II,EPG,EPIGMENIO GONZALEZ FLORES,76148
571,VILLAS VISTANA,EPG,EPIGMENIO GONZALEZ FLORES,76148
572,VILLLAS DE TLAXCO (ANTES EPIGMENIO GONZALEZ),EPG,EPIGMENIO GONZALEZ FLORES,76148
573,VISTA DE SAN JOSE,EPG,EPIGMENIO GONZALEZ FLORES,76148
574,VISTANA,EPG,EPIGMENIO GONZALEZ FLORES,
575,VISTAS 2000,EPG,EPIGMENIO GONZALEZ FLORES,76140
576,VISTAS DE SAN JOSE,EPG,EPIGMENIO GONZALEZ FLORES,
577,VISTAS DE SAN PABLO,EPG,EPIGMENIO GONZALEZ FLORES,7614
578,ZONA INDUSTRIAL JURICA,EPG,EPIGMENIO GONZALEZ FLORES,
579,ZONA INDUSTRIAL SAN PEDRITO ,EPG,EPIGMENIO GONZALEZ FLORES,
580,CUITLAHUAC,EPG,EPIGMENIO GONZALEZ FLORES,76127
581,5 DE FEBRERO,FCP,FELIPE CARRILLO PUERTO,76135
582,ALBORADA,FCP,FELIPE CARRILLO PUERTO,76113
583,AMPLIACION EJIDO MODELO                           ,FCP,FELIPE CARRILLO PUERTO,
584,AMPLIACION PATRIA NUEVA,FCP,FELIPE CARRILLO PUERTO,76116
585,AMPLIACION TENOCHTITLAN,FCP,FELIPE CARRILLO PUERTO,76116
586,AMPLIACION TONATIUH,FCP,FELIPE CARRILLO PUERTO,76116
587,AMPOLLETAS,FCP,FELIPE CARRILLO PUERTO,76134
588,BALCONES DE SANTA MARIA,FCP,FELIPE CARRILLO PUERTO,76137
589,BENITO JUAREZ,FCP,FELIPE CARRILLO PUERTO,76120
590,BOSQUES DEL SOL,FCP,FELIPE CARRILLO PUERTO,76113
591,C.E.A.,FCP,FELIPE CARRILLO PUERTO,
592,CAMELINAS,FCP,FELIPE CARRILLO PUERTO,76137
593,CAMINO A MOMPANI KM. 2+500,FCP,FELIPE CARRILLO PUERTO,
594,CAMINO VECINAL DEL EJIDO SAN ANTONIO DE LA PUNTA,FCP,FELIPE CARRILLO PUERTO,
595,CAMPO MILITAR,FCP,FELIPE CARRILLO PUERTO,76137
596,CARAMBADA,FCP,FELIPE CARRILLO PUERTO,76177
597,CAROLINA,FCP,FELIPE CARRILLO PUERTO,76177
598,CARRILLO PUERTO,FCP,FELIPE CARRILLO PUERTO,76138
599,CERRO PRIETO,FCP,FELIPE CARRILLO PUERTO,76229
600,CLAVELINAS,FCP,FELIPE CARRILLO PUERTO,76138
601,CNIC-SOLIDARIDAD 90,FCP,FELIPE CARRILLO PUERTO,76134
602,COLIBRI,FCP,FELIPE CARRILLO PUERTO,
603,COLINAS DEL VALLE,FCP,FELIPE CARRILLO PUERTO,
604,COMUNIDAD SAN FRANCISCO DE LA PALMA,FCP,FELIPE CARRILLO PUERTO,
605,COND. RESIDENCIAL EL TINTERO,FCP,FELIPE CARRILLO PUERTO,
606,CONDOMINIO LA CARAMBADA,FCP,FELIPE CARRILLO PUERTO,
607,CONDOMINIO VILLA JARDIN,FCP,FELIPE CARRILLO PUERTO,
608,DEMETRIO VALLEJO,FCP,FELIPE CARRILLO PUERTO,
609,EJIDO EL GACHUPIN                                 ,FCP,FELIPE CARRILLO PUERTO,
610,EJIDO EL NABO                                     ,FCP,FELIPE CARRILLO PUERTO,
611,EJIDO EL RETABLO                                  ,FCP,FELIPE CARRILLO PUERTO,
612,EJIDO MODELO,FCP,FELIPE CARRILLO PUERTO,76177
613,"EJIDO MODELO(COL. ANAHUAC), EJIDO",FCP,FELIPE CARRILLO PUERTO,
614,EJIDO SAN PEDRO MARTIR                            ,FCP,FELIPE CARRILLO PUERTO,
615,EJIDO SANTA MARIA MAGDALENA                       ,FCP,FELIPE CARRILLO PUERTO,
616,EL  ARCO,FCP,FELIPE CARRILLO PUERTO,76024
617,EL ARCANGEL,FCP,FELIPE CARRILLO PUERTO,76133
618,EL ARCANGEL 1,FCP,FELIPE CARRILLO PUERTO,
619,EL ARCANGEL 2,FCP,FELIPE CARRILLO PUERTO,
620,EL ARCO,FCP,FELIPE CARRILLO PUERTO,
621,EL CHAMIZAL,FCP,FELIPE CARRILLO PUERTO,76137
622,EL COLIBRI,FCP,FELIPE CARRILLO PUERTO,76117
623,EL HIGO,FCP,FELIPE CARRILLO PUERTO,76138
624,EL MIRADOR,FCP,FELIPE CARRILLO PUERTO,76134
625,EL NABO,FCP,FELIPE CARRILLO PUERTO,76229
626,EL PATOL,FCP,FELIPE CARRILLO PUERTO,76227
627,EL PIE,FCP,FELIPE CARRILLO PUERTO,76229
628,EL PROGRESO,FCP,FELIPE CARRILLO PUERTO,76138
629,EL PUERTECITO,FCP,FELIPE CARRILLO PUERTO,76227
630,EL RINCON,FCP,FELIPE CARRILLO PUERTO,
631,EL ROSARIO,FCP,FELIPE CARRILLO PUERTO,76178
632,EL SILLAR,FCP,FELIPE CARRILLO PUERTO,76179
633,EL TINTERO,FCP,FELIPE CARRILLO PUERTO,76134
634,EL TINTERO ,FCP,FELIPE CARRILLO PUERTO,
635,EL TINTERO II,FCP,FELIPE CARRILLO PUERTO,76134
636,EL TRANSITO,FCP,FELIPE CARRILLO PUERTO,76227
637,EL ZAPOTE,FCP,FELIPE CARRILLO PUERTO,76229
638,ENSUENO,FCP,FELIPE CARRILLO PUERTO,76170
639,EUCALIPTOS I,FCP,FELIPE CARRILLO PUERTO,76170
640,EUCALIPTOS II,FCP,FELIPE CARRILLO PUERTO,76170
641,EUCALIPTOS III,FCP,FELIPE CARRILLO PUERTO,76170
642,EX HACIENDA LA CAPILLA                            ,FCP,FELIPE CARRILLO PUERTO,
643,EX HACIENDA SAN JUANICO,FCP,FELIPE CARRILLO PUERTO,
644,EX-HACIENDA EL TINTERO,FCP,FELIPE CARRILLO PUERTO,76134
645,FELIPE CARRILLO PUERTO                            ,FCP,FELIPE CARRILLO PUERTO,
646,FERROCARRILEROS,FCP,FELIPE CARRILLO PUERTO,76137
647,FRACC. CAMELINAS,FCP,FELIPE CARRILLO PUERTO,76116
648,FRACC. FERROCARRILES SECCION RINCONADA SANTA ANITA,FCP,FELIPE CARRILLO PUERTO,
649,FRACC. PUERTA NAVARRA,FCP,FELIPE CARRILLO PUERTO,76116
650,FRACC. RESIDENCIAL SANTA MAGDALENA,FCP,FELIPE CARRILLO PUERTO,76137
651,FRACC. RINCONADA DE ZIMAPAN,FCP,FELIPE CARRILLO PUERTO,76138
652,FRACC. SAN MIGUEL CARRILLO,FCP,FELIPE CARRILLO PUERTO,76118
653,FRACC. SANTA FE,FCP,FELIPE CARRILLO PUERTO,76930
654,FRACCIONAMIENTO BOSQUES DEL SOL,FCP,FELIPE CARRILLO PUERTO,
655,FRACCIONAMIENTO CAROLINA,FCP,FELIPE CARRILLO PUERTO,
656,FRACCIONAMIENTO CUMBRES DE JURIQUILLA             ,FCP,FELIPE CARRILLO PUERTO,
657,FRACCIONAMIENTO ENSUE?O,FCP,FELIPE CARRILLO PUERTO,
658,FRACCIONAMIENTO EX-HACIENDA EL TINTERO,FCP,FELIPE CARRILLO PUERTO,
659,FRACCIONAMIENTO HABITACIONAL SANTA MAGDALENA,FCP,FELIPE CARRILLO PUERTO,
660,FRACCIONAMIENTO HACIENDA LA GLORIA,FCP,FELIPE CARRILLO PUERTO,
661,FRACCIONAMIENTO HERMON,FCP,FELIPE CARRILLO PUERTO,
662,FRACCIONAMIENTO JARDINES DEL VALLE,FCP,FELIPE CARRILLO PUERTO,
663,FRACCIONAMIENTO LA AURORA,FCP,FELIPE CARRILLO PUERTO,
664,FRACCIONAMIENTO LA CAPILLA                        ,FCP,FELIPE CARRILLO PUERTO,
665,FRACCIONAMIENTO LA LUNA,FCP,FELIPE CARRILLO PUERTO,
666,FRACCIONAMIENTO LAS GALINDAS                      ,FCP,FELIPE CARRILLO PUERTO,
667,FRACCIONAMIENTO LOMAS SAN ANGEL                   ,FCP,FELIPE CARRILLO PUERTO,
668,FRACCIONAMIENTO LOS VI?EDOS,FCP,FELIPE CARRILLO PUERTO,
669,FRACCIONAMIENTO PLUTARCO ELIAS CALLES             ,FCP,FELIPE CARRILLO PUERTO,
670,FRACCIONAMIENTO PRADOS DE LA CAPILLA,FCP,FELIPE CARRILLO PUERTO,
671,FRACCIONAMIENTO QUINTA ALICIA,FCP,FELIPE CARRILLO PUERTO,
672,FRACCIONAMIENTO RESIDENCIAL ITALIA,FCP,FELIPE CARRILLO PUERTO,
673,FRACCIONAMIENTO RESIDENCIAL LAS FUENTES,FCP,FELIPE CARRILLO PUERTO,
674,FRACCIONAMIENTO RESIDENCIAL LOS ANGELES,FCP,FELIPE CARRILLO PUERTO,
675,FRACCIONAMIENTO SAN ANTONIO DEL MAUREL,FCP,FELIPE CARRILLO PUERTO,
676,FRACCIONAMIENTO SANTA MONICA,FCP,FELIPE CARRILLO PUERTO,
677,FRACCIONAMIENTO SANTA MONICA 2A SECCION,FCP,FELIPE CARRILLO PUERTO,
678,FRACCIONAMIENTO SANTIAGO,FCP,FELIPE CARRILLO PUERTO,
679,FRACCIONAMIENTO VILLAS DE LA CARAMBADA            ,FCP,FELIPE CARRILLO PUERTO,
680,FRACCIONAMIENTO VILLAS DE SAN ANTONIO,FCP,FELIPE CARRILLO PUERTO,
681,FRACCIONAMIETO LA AURORA COMERCIAL,FCP,FELIPE CARRILLO PUERTO,
682,FRIDA KHALO,FCP,FELIPE CARRILLO PUERTO,76170
683,GALINDAS,FCP,FELIPE CARRILLO PUERTO,76177
684,HACIENDA LA GLORIA,FCP,FELIPE CARRILLO PUERTO,76117
685,HUERTAS LA JOYA,FCP,FELIPE CARRILLO PUERTO,76137
686,INDUSTRIAL,FCP,FELIPE CARRILLO PUERTO,76130
687,JARDINES DEL VALLE,FCP,FELIPE CARRILLO PUERTO,76137
688,JOSE MARIA ARTEAGA,FCP,FELIPE CARRILLO PUERTO,76136
689,JOSE SALVADOR,FCP,FELIPE CARRILLO PUERTO,
690,JUAN DIEGO                                        ,FCP,FELIPE CARRILLO PUERTO,
691,LA AURORA,FCP,FELIPE CARRILLO PUERTO,76137
692,LA AURORA,FCP,FELIPE CARRILLO PUERTO,76200
693,LA BRENA,FCP,FELIPE CARRILLO PUERTO,76137
694,LA CAPILLA,FCP,FELIPE CARRILLO PUERTO,76170
695,LA CARAMBADA,FCP,FELIPE CARRILLO PUERTO,76177
696,LA CAROLINA,FCP,FELIPE CARRILLO PUERTO,76170
697,LA FINCA,FCP,FELIPE CARRILLO PUERTO,76137
698,LA FLORESTA,FCP,FELIPE CARRILLO PUERTO,76116
699,LA HUERTA,FCP,FELIPE CARRILLO PUERTO,76114
700,LA LUNA,FCP,FELIPE CARRILLO PUERTO,76113
